90,0.276316,0.116601,0.392157,0.659575,0.000000,0.420690,0.263713,0.580000,0.305994,0.039249,0.452991,0.710623,0.247504,0.000000,1.000000,0.000000
80,0.439474,0.618577,0.457516,0.627660,0.336957,0.637931,0.466245,0.600000,0.485804,0.110068,0.555556,0.681319,0.131954,0.000000,1.000000,0.000000
56,0.665790,0.195652,0.496732,0.494681,0.500000,0.682759,0.514768,0.140000,0.643533,0.424061,0.376068,0.644689,0.600571,1.000000,0.000000,0.000000
73,0.647368,0.181818,0.352941,0.680851,0.184783,0.310345,0.316456,0.280000,0.195584,0.209898,0.376068,0.553114,0.138374,0.000000,1.000000,0.000000
81,0.255263,0.035573,0.196078,0.414894,0.173913,0.496552,0.405063,0.340000,0.321767,0.104096,0.717949,0.677656,0.000000,0.000000,1.000000,0.000000
119,0.457895,0.531621,0.183007,0.255319,0.108696,0.224138,0.191983,0.600000,0.132492,0.180887,0.136752,0.311355,0.067047,0.000000,1.000000,0.000000
175,0.623684,0.626482,0.509804,0.627660,0.347826,0.282759,0.086498,0.600000,0.315457,0.513652,0.136752,0.106227,0.336662,0.000000,0.000000,1.000000
154,0.578947,0.505929,0.379085,0.388298,0.304348,0.282759,0.103376,0.960000,0.460568,0.788396,0.017094,0.087912,0.283167,0.000000,0.000000,1.000000
125,0.221053,0.705534,0.450980,0.521277,0.130435,0.648276,0.567511,0.160000,0.788644,0.129693,0.179487,0.868132,0.072753,0.000000,1.000000,0.000000
5,0.581579,0.365613,0.764706,0.521277,0.521739,0.627586,0.495781,0.520000,0.444795,0.259386,0.427350,0.608059,0.325963,1.000000,0.000000,0.000000
51,0.531579,0.195652,0.222222,0.063830,0.239130,0.600000,0.618143,0.080000,0.788644,0.505119,0.495726,0.600733,0.621969,1.000000,0.000000,0.000000
32,0.671053,0.181818,0.431372,0.420213,0.391304,0.648276,0.601266,0.180000,0.485804,0.479522,0.470085,0.589744,0.882311,1.000000,0.000000,0.000000
76,0.165789,0.225296,0.143791,0.255319,0.293478,0.217241,0.259494,0.420000,0.233439,0.215017,0.589744,0.318681,0.106990,0.000000,1.000000,0.000000
57,0.839474,0.189723,0.392157,0.271277,0.521739,0.765517,0.561181,0.260000,0.511041,0.435154,0.341880,0.747253,0.493581,1.000000,0.000000,0.000000
145,0.321053,0.620553,0.326797,0.388298,0.456522,0.137931,0.092827,0.320000,0.230284,0.591297,0.094017,0.267399,0.411555,0.000000,0.000000,1.000000
18,0.736842,0.164032,0.601307,0.468085,0.489130,0.679310,0.645570,0.540000,0.413249,0.453925,0.504273,0.476190,0.607703,1.000000,0.000000,0.000000
42,0.626316,0.612648,0.274510,0.404255,0.217391,0.506897,0.493671,0.280000,0.337539,0.255973,0.316239,0.633700,0.539943,1.000000,0.000000,0.000000
174,0.705263,0.970356,0.490196,0.494681,0.271739,0.241379,0.056962,0.780000,0.205047,0.547782,0.085470,0.172161,0.329529,0.000000,0.000000,1.000000
87,0.297368,0.171937,0.398693,0.617021,0.217391,0.275862,0.284810,0.600000,0.362776,0.099829,0.675214,0.362637,0.154779,0.000000,1.000000,0.000000
155,0.407895,0.108696,0.261438,0.468085,0.358696,0.172414,0.050633,0.800000,0.312303,0.539249,0.034188,0.102564,0.258203,0.000000,0.000000,1.000000
130,0.265790,0.703557,0.444445,0.574468,0.108696,0.386207,0.297468,0.580000,0.296530,0.112628,0.213675,0.476190,0.215407,0.000000,1.000000,0.000000
16,0.684211,0.211462,0.653595,0.319149,0.456522,0.644828,0.542194,0.340000,0.331230,0.513652,0.632479,0.589744,0.736091,1.000000,0.000000,0.000000
163,0.478948,0.500000,0.575163,0.574468,0.391304,0.231034,0.054852,0.940000,0.173502,0.366894,0.282051,0.307692,0.208274,0.000000,0.000000,1.000000
75,0.244737,0.069170,0.392157,0.521277,0.336957,0.827586,0.379747,0.000000,0.391167,0.164676,0.384615,0.681319,0.433666,0.000000,1.000000,0.000000
43,0.750000,0.227273,0.581699,0.202128,0.336957,0.782759,0.679325,0.080000,0.406940,0.354096,0.290598,0.838828,0.582739,1.000000,0.000000,0.000000
71,0.331579,0.171937,0.333333,0.489362,0.358696,0.041379,0.143460,0.480000,0.331230,0.151024,0.312820,0.201465,0.422254,0.000000,1.000000,0.000000
95,0.155263,0.247036,0.379085,0.361702,0.304348,0.703448,0.405063,0.080000,0.296530,0.168089,0.529914,0.619048,0.047789,0.000000,1.000000,0.000000
11,0.807895,0.280632,0.392157,0.361702,0.380435,0.679310,0.628692,0.180000,0.621451,0.381399,0.606838,0.695971,0.878745,1.000000,0.000000,0.000000
17,0.860526,0.233202,0.666667,0.468085,0.543478,0.627586,0.590717,0.400000,0.492114,0.419795,0.452991,0.505495,0.714693,1.000000,0.000000,0.000000
74,0.515789,0.183794,0.588235,1.000000,0.750000,0.800000,0.537975,0.160000,0.488959,0.176621,0.658120,0.816850,0.504280,0.000000,1.000000,0.000000
3,0.560526,0.320158,0.633987,0.393617,0.336957,0.627586,0.611814,0.340000,0.757098,0.375427,0.418803,0.695971,0.646933,1.000000,0.000000,0.000000
127,0.368421,0.156126,0.385621,0.547872,0.173913,0.606897,0.592827,0.520000,0.429022,0.226962,0.128205,0.575092,0.052782,0.000000,1.000000,0.000000
161,0.350000,0.610672,0.444445,0.521277,0.195652,0.455172,0.122363,0.740000,0.198738,0.543515,0.017094,0.113553,0.172611,0.000000,0.000000,1.000000
39,0.536842,0.150198,0.261438,0.228723,0.304348,0.489655,0.485232,0.300000,0.302839,0.206485,0.547008,0.520147,0.529244,1.000000,0.000000,0.000000
19,0.831579,0.167984,0.509804,0.281915,0.413043,0.800000,0.757384,0.380000,0.457413,0.633106,0.589744,0.567766,1.000000,1.000000,0.000000,0.000000
7,0.884211,0.223320,0.490196,0.180851,0.282609,0.524138,0.459916,0.340000,0.495268,0.338737,0.410256,0.846154,0.721826,1.000000,0.000000,0.000000
113,0.192105,0.383399,0.797386,0.468085,0.358696,0.265517,0.356540,0.940000,0.201893,0.215017,0.589744,0.450549,0.234665,0.000000,1.000000,0.000000
84,0.531579,0.616601,0.405229,0.601064,0.163043,0.231034,0.263713,0.960000,0.381703,0.300341,0.256410,0.271062,0.169044,0.000000,1.000000,0.000000
168,0.471053,0.519763,0.392157,0.441489,0.195652,0.172414,0.067511,0.540000,0.176656,0.766212,0.153846,0.175824,0.290300,0.000000,0.000000,1.000000
141,0.500000,0.409091,0.653595,0.521277,0.282609,0.193103,0.033755,0.800000,0.107256,0.283276,0.196581,0.380952,0.229672,0.000000,0.000000,1.000000
178,0.815790,0.664032,0.679739,0.707447,0.282609,0.368965,0.088608,0.860000,0.296530,0.675768,0.059829,0.120879,0.201141,0.000000,0.000000,1.000000
177,0.563158,0.365613,0.437908,0.468085,0.543478,0.231034,0.071730,0.800000,0.331230,0.684300,0.051282,0.128205,0.400856,0.000000,0.000000,1.000000
103,0.344737,0.337945,0.496732,0.521277,0.304348,0.544828,0.373418,0.420000,0.283912,0.129693,0.222222,0.772894,0.114123,0.000000,1.000000,0.000000
165,0.723684,0.399209,0.392157,0.574468,0.217391,0.127586,0.071730,0.560000,0.195584,0.708191,0.136752,0.150183,0.240371,0.000000,0.000000,1.000000
35,0.652632,0.209486,0.620915,0.414894,0.434783,0.472414,0.462025,0.320000,0.356467,0.249147,0.478632,0.586081,0.582739,1.000000,0.000000,0.000000
173,0.823684,0.349802,0.509804,0.468085,0.228261,0.241379,0.075949,0.620000,0.261830,0.718430,0.068376,0.161172,0.272468,0.000000,0.000000,1.000000
92,0.255263,0.152174,0.470588,0.574468,0.173913,0.162069,0.191983,0.740000,0.384858,0.197952,0.435897,0.505495,0.122682,0.000000,1.000000,0.000000
65,0.300000,0.140316,0.542484,0.414894,0.369565,0.313793,0.297468,0.640000,0.195584,0.142491,0.777778,0.351648,0.054922,0.000000,1.000000,0.000000
126,0.273684,0.280632,0.307190,0.521277,0.163043,0.558621,0.487342,0.480000,0.296530,0.126280,0.273504,0.736264,0.071327,0.000000,1.000000,0.000000
